dataset,model,baseline,is_success,bl_success,delta,ci_low,ci_high,p_raw,n,p_holm,holm_reject
truthfulqa_real,llama-3.3-70b,tot,0.9444444444444444,0.8055555555555556,0.1388888888888889,0.027777777777777776,0.25,0.0625,36,0.4375,False
truthfulqa_real,llama-3.3-70b,selfcheckgpt,0.9444444444444444,0.8333333333333334,0.1111111111111111,0.027777777777777776,0.2222222222222222,0.125,36,0.875,False
truthfulqa_real,mistral-nemo-12b,direct,0.8611111111111112,0.6388888888888888,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.021484375,36,0.236328125,False
truthfulqa_real,mistral-nemo-12b,react,0.8611111111111112,0.6388888888888888,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.0078125,36,0.0625,False
truthfulqa_real,mistral-nemo-12b,self_refine,0.8611111111111112,0.6111111111111112,0.25,0.08333333333333333,0.4166666666666667,0.0224609375,36,0.1123046875,False
truthfulqa_real,mistral-nemo-12b,reflexion,0.8611111111111112,0.8055555555555556,0.05555555555555555,-0.05555555555555555,0.16666666666666666,0.625,36,1.0,False
truthfulqa_real,mistral-nemo-12b,full_regen,0.8611111111111112,0.6944444444444444,0.16666666666666666,0.05555555555555555,0.3055555555555556,0.03125,36,0.28125,False
truthfulqa_real,mistral-nemo-12b,tot,0.8695652173913043,0.5652173913043478,0.30434782608695654,0.08695652173913043,0.5217391304347826,0.0390625,23,0.3125,False
truthfulqa_real,mistral-nemo-12b,selfcheckgpt,0.8484848484848485,0.7272727272727273,0.12121212121212122,0.0,0.2727272727272727,0.21875,33,1.0,False
longmemeval_real,qwen-2.5-7b,direct,0.7166666666666667,0.7,0.016666666666666666,0.0,0.05,1.0,60,1.0,False
longmemeval_real,qwen-2.5-7b,react,0.7166666666666667,0.6333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.125,60,0.25,False
longmemeval_real,qwen-2.5-7b,self_refine,0.7166666666666667,0.6666666666666666,0.05,-0.03333333333333333,0.13333333333333333,0.453125,60,0.5,False
longmemeval_real,qwen-2.5-7b,reflexion,0.7166666666666667,0.7666666666666667,-0.05,-0.11666666666666667,0.0,0.25,60,1.0,False
longmemeval_real,qwen-2.5-7b,full_regen,0.7166666666666667,0.6666666666666666,0.05,0.0,0.11666666666666667,0.25,60,1.0,False
longmemeval_real,qwen-2.5-7b,selfcheckgpt,0.7166666666666667,0.75,-0.03333333333333333,-0.1,0.03333333333333333,0.625,60,1.0,False
longmemeval_real,llama-3.1-8b,direct,0.8833333333333333,0.6333333333333333,0.25,0.13333333333333333,0.36666666666666664,0.000274658203125,60,0.004119873046875,True
longmemeval_real,llama-3.1-8b,react,0.8833333333333333,0.6166666666666667,0.26666666666666666,0.15,0.38333333333333336,0.00014495849609375,60,0.00217437744140625,True
longmemeval_real,llama-3.1-8b,self_refine,0.8833333333333333,0.5166666666666667,0.36666666666666664,0.25,0.48333333333333334,4.76837158203125e-07,60,7.62939453125e-06,True
longmemeval_real,llama-3.1-8b,reflexion,0.8833333333333333,0.7666666666666667,0.11666666666666667,0.016666666666666666,0.21666666666666667,0.0654296875,60,1.0,False
longmemeval_real,llama-3.1-8b,full_regen,0.8833333333333333,0.6333333333333333,0.25,0.13333333333333333,0.36666666666666664,0.000274658203125,60,0.004119873046875,True
longmemeval_real,llama-3.1-8b,tot,0.8833333333333333,0.55,0.3333333333333333,0.21666666666666667,0.45,1.9073486328125e-06,60,2.6702880859375e-05,True
longmemeval_real,llama-3.1-8b,selfcheckgpt,0.8833333333333333,0.5,0.38333333333333336,0.25,0.5166666666666667,1.5497207641601562e-06,60,2.3245811462402344e-05,True
longmemeval_real,llama-3.3-70b,direct,0.6,0.43333333333333335,0.16666666666666666,0.06666666666666667,0.2833333333333333,0.00634765625,60,0.08251953125,False
longmemeval_real,llama-3.3-70b,react,0.6,0.4,0.2,0.1,0.31666666666666665,0.0018310546875,60,0.0201416015625,True
longmemeval_real,llama-3.3-70b,self_refine,0.6,0.48333333333333334,0.11666666666666667,0.0,0.23333333333333334,0.09228515625,60,0.27685546875,False
longmemeval_real,llama-3.3-70b,reflexion,0.6,0.7,-0.1,-0.23333333333333334,0.016666666666666666,0.210113525390625,60,1.0,False
longmemeval_real,llama-3.3-70b,full_regen,0.6,0.45,0.15,0.06666666666666667,0.25,0.00390625,60,0.046875,True
longmemeval_real,llama-3.3-70b,tot,0.6,0.3,0.3,0.18333333333333332,0.4166666666666667,7.62939453125e-06,60,9.918212890625e-05,True
longmemeval_real,llama-3.3-70b,selfcheckgpt,0.6,0.3333333333333333,0.26666666666666666,0.16666666666666666,0.38333333333333336,3.0517578125e-05,60,0.0003662109375,True
longmemeval_real,mistral-nemo-12b,direct,0.8166666666666667,0.55,0.26666666666666666,0.16666666666666666,0.38333333333333336,3.0517578125e-05,60,0.00048828125,True
longmemeval_real,mistral-nemo-12b,react,0.8166666666666667,0.5833333333333334,0.23333333333333334,0.11666666666666667,0.35,0.000518798828125,60,0.0068359375,True
longmemeval_real,mistral-nemo-12b,self_refine,0.8166666666666667,0.5,0.31666666666666665,0.2,0.43333333333333335,3.814697265625e-06,60,5.7220458984375e-05,True
longmemeval_real,mistral-nemo-12b,reflexion,0.8166666666666667,0.7333333333333333,0.08333333333333333,-0.016666666666666666,0.18333333333333332,0.2265625,60,1.0,False
longmemeval_real,mistral-nemo-12b,full_regen,0.8166666666666667,0.5833333333333334,0.23333333333333334,0.13333333333333333,0.35,0.0001220703125,60,0.001953125,True
longmemeval_real,mistral-nemo-12b,tot,0.7924528301886793,0.6792452830188679,0.11320754716981132,0.018867924528301886,0.20754716981132076,0.0703125,53,0.4375,False
longmemeval_real,mistral-nemo-12b,selfcheckgpt,0.8166666666666667,0.5333333333333333,0.2833333333333333,0.16666666666666666,0.4,1.52587890625e-05,60,0.0001983642578125,True
musique_real,qwen-2.5-7b,direct,0.85,0.8,0.05,0.0,0.11666666666666667,0.25,60,0.75,False
musique_real,qwen-2.5-7b,react,0.85,0.65,0.2,0.1,0.3,0.00048828125,60,0.0068359375,True
musique_real,qwen-2.5-7b,self_refine,0.85,0.6333333333333333,0.21666666666666667,0.1,0.3333333333333333,0.002349853515625,60,0.018798828125,True
musique_real,qwen-2.5-7b,reflexion,0.85,0.8333333333333334,0.016666666666666666,-0.03333333333333333,0.06666666666666667,1.0,60,1.0,False
musique_real,qwen-2.5-7b,full_regen,0.85,0.8,0.05,-0.05,0.15,0.5078125,60,1.0,False
musique_real,qwen-2.5-7b,tot,0.8181818181818182,0.7727272727272727,0.045454545454545456,-0.13636363636363635,0.22727272727272727,1.0,22,1.0,False
musique_real,qwen-2.5-7b,selfcheckgpt,0.85,0.75,0.1,-0.016666666666666666,0.21666666666666667,0.14599609375,60,0.8759765625,False
musique_real,llama-3.1-8b,direct,0.95,0.7666666666666667,0.18333333333333332,0.1,0.2833333333333333,0.0009765625,60,0.013671875,True
musique_real,llama-3.1-8b,react,0.95,0.6666666666666666,0.2833333333333333,0.16666666666666666,0.4,1.52587890625e-05,60,0.000244140625,True
musique_real,llama-3.1-8b,self_refine,0.95,0.6666666666666666,0.2833333333333333,0.16666666666666666,0.4,1.52587890625e-05,60,0.000213623046875,True
musique_real,llama-3.1-8b,reflexion,0.95,0.9,0.05,-0.016666666666666666,0.11708333333332727,0.375,60,1.0,False
musique_real,llama-3.1-8b,full_regen,0.95,0.7666666666666667,0.18333333333333332,0.08333333333333333,0.3,0.00341796875,60,0.04443359375,True
musique_real,llama-3.1-8b,tot,0.95,0.7166666666666667,0.23333333333333334,0.13333333333333333,0.35,0.0001220703125,60,0.00146484375,True
musique_real,llama-3.1-8b,selfcheckgpt,0.95,0.5166666666666667,0.43333333333333335,0.31666666666666665,0.5666666666666667,2.9802322387695312e-08,60,4.76837158203125e-07,True
musique_real,llama-3.3-70b,direct,0.9333333333333333,0.8333333333333334,0.1,0.016666666666666666,0.2,0.0703125,60,0.5,False
musique_real,llama-3.3-70b,react,0.9333333333333333,0.8166666666666667,0.11666666666666667,0.03333333333333333,0.21666666666666667,0.0390625,60,0.1171875,False
musique_real,llama-3.3-70b,self_refine,0.9333333333333333,0.7833333333333333,0.15,0.05,0.25,0.01171875,60,0.0703125,False
musique_real,llama-3.3-70b,reflexion,0.9333333333333333,0.9666666666666667,-0.03333333333333333,-0.1,0.03333333333333333,0.625,60,1.0,False
musique_real,llama-3.3-70b,full_regen,0.9333333333333333,0.8166666666666667,0.11666666666666667,0.03333333333333333,0.21666666666666667,0.0390625,60,0.28125,False
musique_real,llama-3.3-70b,tot,0.9333333333333333,0.55,0.38333333333333336,0.26666666666666666,0.5004166666666606,2.384185791015625e-07,60,3.5762786865234375e-06,True
musique_real,llama-3.3-70b,selfcheckgpt,0.9333333333333333,0.7,0.23333333333333334,0.11666666666666667,0.35,0.000518798828125,60,0.005706787109375,True
musique_real,mistral-nemo-12b,direct,0.8833333333333333,0.7166666666666667,0.16666666666666666,0.05,0.2833333333333333,0.012939453125,60,0.1552734375,False
musique_real,mistral-nemo-12b,react,0.8833333333333333,0.6833333333333333,0.2,0.1,0.31666666666666665,0.0018310546875,60,0.0201416015625,True
musique_real,mistral-nemo-12b,self_refine,0.8833333333333333,0.6166666666666667,0.26666666666666666,0.13333333333333333,0.4,0.0004024505615234375,60,0.00482940673828125,True
musique_real,mistral-nemo-12b,reflexion,0.8833333333333333,0.85,0.03333333333333333,-0.06666666666666667,0.13333333333333333,0.75390625,60,1.0,False
musique_real,mistral-nemo-12b,full_regen,0.8833333333333333,0.7166666666666667,0.16666666666666666,0.05,0.2833333333333333,0.021270751953125,60,0.21270751953125,False
musique_real,mistral-nemo-12b,tot,0.8823529411764706,0.6862745098039216,0.19607843137254902,0.058823529411764705,0.3333333333333333,0.021270751953125,51,0.21270751953125,False
musique_real,mistral-nemo-12b,selfcheckgpt,0.8833333333333333,0.75,0.13333333333333333,0.016666666666666666,0.25,0.057373046875,60,0.516357421875,False
twowiki_real,qwen-2.5-7b,direct,0.9,0.8166666666666667,0.08333333333333333,0.016666666666666666,0.16666666666666666,0.0625,60,0.5,False
twowiki_real,qwen-2.5-7b,react,0.9,0.7666666666666667,0.13333333333333333,0.05,0.23333333333333334,0.0078125,60,0.0625,False
twowiki_real,qwen-2.5-7b,self_refine,0.9,0.8,0.1,0.03333333333333333,0.18333333333333332,0.03125,60,0.125,False
twowiki_real,qwen-2.5-7b,reflexion,0.9,0.9166666666666666,-0.016666666666666666,-0.05,0.0,1.0,60,1.0,False
twowiki_real,qwen-2.5-7b,full_regen,0.9,0.85,0.05,-0.016666666666666666,0.13333333333333333,0.375,60,1.0,False
twowiki_real,qwen-2.5-7b,tot,0.9090909090909091,0.9090909090909091,0.0,-0.2727272727272727,0.2727272727272727,1.0,11,1.0,False
twowiki_real,qwen-2.5-7b,selfcheckgpt,0.9,0.85,0.05,0.0,0.11666666666666667,0.25,60,1.0,False
twowiki_real,llama-3.1-8b,direct,0.9666666666666667,0.8666666666666667,0.1,0.03333333333333333,0.18333333333333332,0.03125,60,0.3125,False
twowiki_real,llama-3.1-8b,react,0.9666666666666667,0.7666666666666667,0.2,0.1,0.3,0.00048828125,60,0.0068359375,True
twowiki_real,llama-3.1-8b,self_refine,0.9666666666666667,0.7666666666666667,0.2,0.1,0.3,0.00048828125,60,0.00537109375,True
twowiki_real,llama-3.1-8b,reflexion,0.9666666666666667,0.9333333333333333,0.03333333333333333,-0.03333333333333333,0.1,0.625,60,1.0,False
twowiki_real,llama-3.1-8b,full_regen,0.9666666666666667,0.7833333333333333,0.18333333333333332,0.08333333333333333,0.2833333333333333,0.0009765625,60,0.013671875,True
twowiki_real,llama-3.1-8b,tot,0.9666666666666667,0.8,0.16666666666666666,0.08333333333333333,0.26666666666666666,0.001953125,60,0.021484375,True
twowiki_real,llama-3.1-8b,selfcheckgpt,0.9666666666666667,0.6666666666666666,0.3,0.18333333333333332,0.4166666666666667,7.62939453125e-06,60,0.0001068115234375,True
twowiki_real,llama-3.3-70b,direct,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0,1.0,60,1.0,False
twowiki_real,llama-3.3-70b,react,0.9666666666666667,0.95,0.016666666666666666,0.0,0.05,1.0,60,1.0,False
twowiki_real,llama-3.3-70b,self_refine,0.9666666666666667,0.9166666666666666,0.05,0.0,0.11666666666666667,0.25,60,0.5,False
twowiki_real,llama-3.3-70b,reflexion,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0,1.0,60,1.0,False
twowiki_real,llama-3.3-70b,full_regen,0.9666666666666667,0.95,0.016666666666666666,-0.03333333333333333,0.08333333333333333,1.0,60,1.0,False
twowiki_real,llama-3.3-70b,tot,0.9666666666666667,0.9,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.125,60,0.625,False
twowiki_real,llama-3.3-70b,selfcheckgpt,0.9666666666666667,0.9333333333333333,0.03333333333333333,0.0,0.08333333333333333,0.5,60,1.0,False
twowiki_real,mistral-nemo-12b,direct,1.0,0.9166666666666666,0.08333333333333333,0.016666666666666666,0.16666666666666666,0.0625,60,0.5,False
twowiki_real,mistral-nemo-12b,react,1.0,0.8666666666666667,0.13333333333333333,0.05,0.21708333333332727,0.0078125,60,0.0625,False
twowiki_real,mistral-nemo-12b,self_refine,1.0,0.8666666666666667,0.13333333333333333,0.05,0.23333333333333334,0.0078125,60,0.0546875,False
twowiki_real,mistral-nemo-12b,reflexion,1.0,0.95,0.05,0.0,0.11666666666666667,0.25,60,1.0,False
twowiki_real,mistral-nemo-12b,full_regen,1.0,0.9,0.1,0.03333333333333333,0.18333333333333332,0.03125,60,0.28125,False
twowiki_real,mistral-nemo-12b,tot,1.0,0.9215686274509803,0.0784313725490196,0.0196078431372549,0.1568627450980392,0.125,51,0.625,False
twowiki_real,mistral-nemo-12b,selfcheckgpt,1.0,0.8983050847457628,0.1016949152542373,0.03389830508474576,0.1864406779661017,0.03125,59,0.3125,False
